sorted_position,k_distance,min_samples
980,2.485833503010664,20
981,2.485908571656676,20
982,2.4862079394638728,20
983,2.4863748286278535,20
984,2.4867183249995746,20
985,2.4872529614027306,20
986,2.4875690156920847,20
987,2.48780328909201,20
988,2.4878592087654345,20
989,2.487961276858869,20
990,2.4883831931208142,20
991,2.4897417595198204,20
992,2.4900709067763276,20
993,2.49007369143376,20
994,2.4901025896853017,20
995,2.4903031677470397,20
996,2.4907373182234136,20
997,2.490834771337562,20
998,2.4918471359264083,20
999,2.4920112292497656,20
1000,2.492790027467565,20
1001,2.493540162950351,20
1002,2.494375995915665,20
1003,2.4945659247446814,20
1004,2.49492794761426,20
1005,2.4951855834867507,20
1006,2.49554516942101,20
1007,2.496078237407496,20
1008,2.496416097670564,20
1009,2.4970265138714294,20
1010,2.4975692003267165,20
1011,2.4975820511202467,20
1012,2.499756925868657,20
1013,2.5003090685595946,20
1014,2.500336907391096,20
1015,2.5006143140510373,20
1016,2.5016239092715353,20
1017,2.502136003502685,20
1018,2.502491757544963,20
1019,2.5026624366867245,20
1020,2.5032216762170143,20
1021,2.5032978224040807,20
1022,2.503991831591178,20
1023,2.5055597684429594,20
1024,2.505841113035255,20
1025,2.5058642885446614,20
1026,2.506216730273581,20
1027,2.506817684630237,20
1028,2.507256634149691,20
1029,2.5079156534843805,20
1030,2.5088513896918196,20
1031,2.509036022188803,20
1032,2.5094511121182235,20
1033,2.5098015534554374,20
1034,2.5099155728365363,20
1035,2.5104203766352917,20
1036,2.5111401056800045,20
1037,2.5113420052123074,20
1038,2.511684195164145,20
1039,2.511881284980461,20
1040,2.511923405434782,20
1041,2.5124404043178106,20
1042,2.512535207253878,20
1043,2.5130501919701578,20
1044,2.5133281990906604,20
1045,2.513336926990836,20
1046,2.513885297913655,20
1047,2.514040122410052,20
1048,2.5149083566764747,20
1049,2.5149582323164155,20
1050,2.5150375777557983,20
1051,2.51520842550414,20
1052,2.515420577440243,20
1053,2.5154607468966907,20
1054,2.5158960451923713,20
1055,2.517246683819759,20
1056,2.517558274136292,20
1057,2.517708259623209,20
1058,2.517925264868035,20
1059,2.518377653499183,20
1060,2.5184278724153377,20
1061,2.518698623088443,20
1062,2.518727679324442,20
1063,2.519505492588766,20
1064,2.519541063898207,20
1065,2.5197385251983997,20
1066,2.5200273317184956,20
1067,2.5200543106438067,20
1068,2.520733799673939,20
1069,2.5220925363029725,20
1070,2.522716945509631,20
1071,2.523618640221934,20
1072,2.5236872533506083,20
1073,2.5242192983686875,20
1074,2.5249411503760824,20
1075,2.5251882843115214,20
1076,2.5258098809098484,20
1077,2.5263586629738986,20
1078,2.5266111568644383,20
1079,2.526623115863709,20
1080,2.5271387867019777,20
1081,2.527163207662037,20
1082,2.527770609788179,20
1083,2.528631674138768,20
1084,2.52920295571168,20
1085,2.5294438463935496,20
1086,2.530526906248176,20
1087,2.530819800339824,20
1088,2.5311392475912697,20
1089,2.5311612233838163,20
1090,2.531177648254367,20
1091,2.5312400752258557,20
1092,2.531249390817943,20
1093,2.5312675292955635,20
